"","",Primary Election,"",""
"","","September 12, 2006","",""
"","",Precinct Report,"",""
"","",District Of Columbia,"",""
"","",Certified Election Night Results ,"",""
Precinct 131 ,"",Precinct 131,"",""
Registration & Turnout ,"",398 DEM - WARD SIX MEMBER OF THE COUNCIL ,"",(Final)
Election Day Turnout ,"","75 18.84% Write In, if any 1 ","",1.54%
Absentee Turnout ,"",1 0.25% Total... 65 ,"",100.00%
Provisional Turnout ,"",7 1.76%,"",""
"","",DEM - UNITED STATES SENATOR ,"",(Final)
Total... ,"",83 20.85% Michael D. Brown 48 ,"",73.85%
Democratic Registration & Turnout ,"",371 Philip Pannell 16 ,"",24.62%
Election Day Turnout ,"","50 13.48% Write In, if any 1 ","",1.54%
Absentee Turnout ,"",1 0.27% Total... 65 ,"",100.00%
Provisional Turnout ,"",6 1.62%,"",""
"","",DEM - UNITED STATES REPRESENTATIVE ,"",(Final)
Total... ,"",57 15.36% Mike Panetta 24 ,"",38.71%
Republican Registration & Turnout ,"",23 John J. Forster 24 ,"",38.71%
Election Day Turnout ,"",4 17.39% James S. Bubar 12 ,"",19.35%
Absentee Turnout ,"","0 0.00% Write In, if any 2 ","",3.23%
Provisional Turnout ,"",1 4.35% Total... 62 ,"",100.00%
Total... ,"",5 21.74% REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
DC Statehood Green Party Registration & Turnout ,"","4 Write In, if any 2 ","",100.00%
Election Day Turnout ,"",0 0.00% Total... 2 ,"",100.00%
Absentee Turnout ,"",0 0.00%,"",""
Provisional Turnout ,"",0 REP - MAYOR OF THE DISTRICT OF COLUMBIA 0.00%,"",(Final)
"","",David W. Kranich 3 ,"",50.00%
Total... ,"","0 0.00% Write In, if any 3 ","",50.00%
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final) Total... 6 ,"",100.00%
Andy Miscuk ,"",3 3.95%,"",""
Eleanor Holmes Norton ,"",73 REP - CHAIRMAN OF THE COUNCIL 96.05%,"",(Final)
"Write In, if any ","","0 0.00% Write In, if any 3 ","",100.00%
Total... ,"",76 100.00% Total... 3 ,"",100.00%
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final) REP - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final)
Vincent Orange ,"",1 1.30% Marcus Skelton 4 ,"",66.67%
Adrian Fenty ,"","39 50.65% Write In, if any 2 ","",33.33%
Michael A. Brown ,"",0 0.00% Total... 6 ,"",100.00%
Linda Cropp ,"",30 38.96% REP - WARD SIX MEMBER OF THE COUNCIL ,"",(Final)
Artee (RT) Milligan ,"",2 2.60% Tony Williams 3 ,"",50.00%
Marie Johns ,"","5 6.49% Write In, if any 3 ","",50.00%
Nestor Djonkam ,"",0 0.00%,"",""
"Write In, if any ","",0 0.00% Total... 6 ,"",100.00%
Total... ,"",77 100.00% REP - UNITED STATES SENATOR ,"",(Final)
"","","Write In, if any 1 ","",100.00%
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final),"",""
Vincent C. Gray ,"",55 74.32% Total... 1 ,"",100.00%
Kathy Patterson ,"",19 25.68% REP - UNITED STATES REPRESENTATIVE ,"",(Final)
"Write In, if any ","","0 0.00% Write In, if any 2 ","",100.00%
Total... ,"",74 100.00% Total... 2 ,"",100.00%
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final) SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"",(Final)
Phil Mendelson ,"","36 51.43% Write In, if any 0 ","",0.00%
A. Scott Bolden ,"",34 48.57% Total... 0 ,"",0.00%
"Write In, if any ","",0 0.00%,"",""
"","",SG - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
Total... ,"",70 100.00%,"",""
"","",Chris Otten 0 ,"",0.00%
DEM - WARD SIX MEMBER OF THE COUNCIL ,"","(Final) Write In, if any 0 ","",0.00%
Leo Pinson ,"",6 9.23% Total... 0 ,"",0.00%
"Curtis L. Etherly, Jr. ","",26 40.00%,"",""
Tommy Wells ,"",32 49.23%,"",""
