"","",Primary Election,"","",""
"","","September 12, 2006","","",""
"","",Precinct Report,"","",""
"","",District Of Columbia,"","",""
"","",Certified Election Night Results ,"","",""
Precinct 45 ,"",Precinct 45,"","",""
Registration & Turnout ,"","2,043 DEM - UNITED STATES SENATOR ","","",(Final)
Election Day Turnout ,"","672 32.89% Write In, if any ",5 ,"",0.83%
Absentee Turnout ,"",18 0.88% Total... ,605 ,"",100.00%
Provisional Turnout ,"",17 0.83%,"","",""
"","",DEM - UNITED STATES REPRESENTATIVE ,"","",(Final)
Total... ,"",707 34.61% Mike Panetta ,239 ,"",43.85%
Democratic Registration & Turnout ,"","1,909 John J. Forster ",224 ,"",41.10%
Election Day Turnout ,"",662 34.68% James S. Bubar ,75 ,"",13.76%
Absentee Turnout ,"","18 0.94% Write In, if any ",7 ,"",1.28%
Provisional Turnout ,"",17 0.89% Total... ,545 ,"",100.00%
Total... ,"",697 36.51% REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"","",(Final)
Republican Registration & Turnout ,"","103 Write In, if any ",2 ,"",100.00%
Election Day Turnout ,"",8 7.77% Total... ,2 ,"",100.00%
Absentee Turnout ,"",0 0.00%,"","",""
Provisional Turnout ,"",0 REP - MAYOR OF THE DISTRICT OF COLUMBIA 0.00%,"","",(Final)
"","",David W. Kranich ,3 ,"",37.50%
Total... ,"","8 7.77% Write In, if any ",5 ,"",62.50%
DC Statehood Green Party Registration & Turnout ,"",31 Total... ,8 ,"",100.00%
Election Day Turnout ,"",2 6.45%,"","",""
Absentee Turnout ,"",0 REP - CHAIRMAN OF THE COUNCIL 0.00%,"","",(Final)
Provisional Turnout ,"","0 0.00% Write In, if any ",1 ,"",100.00%
Total... ,"",2 6.45% Total... ,1 ,"",100.00%
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final) REP - AT-LARGE MEMBER OF THE COUNCIL ,"","",(Final)
Andy Miscuk ,"",40 5.93% Marcus Skelton ,5 ,"",83.33%
Eleanor Holmes Norton ,"","627 92.89% Write In, if any ",1 ,"",16.67%
"Write In, if any ","",8 1.19% Total... ,6 ,"",100.00%
Total... ,"",675 100.00% REP - UNITED STATES SENATOR ,"","",(Final)
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"","(Final) Write In, if any ",2 ,"",100.00%
Vincent Orange ,"",11 1.59% Total... ,2 ,"",100.00%
Adrian Fenty ,"",506 73.12% REP - UNITED STATES REPRESENTATIVE ,"","",(Final)
Michael A. Brown ,"","2 0.29% Write In, if any ",2 ,"",100.00%
Linda Cropp ,"",142 20.52%,"","",""
Artee (RT) Milligan ,"",0 0.00% Total... ,2 ,"",100.00%
Marie Johns ,"",29 4.19% SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"","",(Final)
Nestor Djonkam ,"","2 0.29% Write In, if any ",0 ,"",0.00%
"Write In, if any ","",0 0.00% Total... ,0 ,"",0.00%
Total... ,"",692 100.00% SG - MAYOR OF THE DISTRICT OF COLUMBIA ,"","",(Final)
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final) Chris Otten ,2 ,"",100.00%
Vincent C. Gray ,"","457 68.62% Write In, if any ",0 ,"",0.00%
Kathy Patterson ,"",209 31.38% Total... ,2 ,"",100.00%
"Write In, if any ","",0 0.00%,"","",""
"","",SG - CHAIRMAN OF THE COUNCIL ,"","",(Final)
Total... ,"",666 100.00%,"","",""
"","","Write In, if any ",0 ,"",0.00%
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final) Total... ,0 ,"",0.00%
Phil Mendelson ,"",368 56.44%,"","",""
A. Scott Bolden ,"",281 SG - AT-LARGE MEMBER OF THE COUNCIL 43.10%,"","",(Final)
"Write In, if any ","",3 0.46% Ann C. Wilcox ,1 ,"",100.00%
"","","Write In, if any ",0,"",""
Total... ,"",652 100.00% ,"","",0.00%
"","",Total... ,1 ,"",100.00%
DEM - UNITED STATES SENATOR ,"",(Final),"","",""
Michael D. Brown ,"",486 80.33% SG - UNITED STATES SENATOR ,"","",(Final)
Philip Pannell ,"",114 18.84% Joyce Robinson-Paul ,1 ,"",100.00%
