"","",Primary Election,"",""
"","","September 12, 2006","",""
"","",Precinct Report,"",""
"","",District Of Columbia,"",""
"","",Certified Election Night Results ,"",""
Precinct 85 ,"",Precinct 85,"",""
Registration & Turnout ,"","2,773 DEM - WARD SIX MEMBER OF THE COUNCIL ","",(Final)
Election Day Turnout ,"","959 34.58% Write In, if any 12 ","",1.31%
Absentee Turnout ,"",38 1.37% Total... 913 ,"",100.00%
Provisional Turnout ,"",23 0.83%,"",""
"","",DEM - UNITED STATES SENATOR ,"",(Final)
Total... ,"","1,020 36.78% Michael D. Brown 450 ","",65.89%
Democratic Registration & Turnout ,"","2,207 Philip Pannell 215 ","",31.48%
Election Day Turnout ,"","905 41.01% Write In, if any 18 ","",2.64%
Absentee Turnout ,"",36 1.63% Total... 683 ,"",100.00%
Provisional Turnout ,"",19 0.86%,"",""
"","",DEM - UNITED STATES REPRESENTATIVE ,"",(Final)
Total... ,"",960 43.50% Mike Panetta 330 ,"",54.82%
Republican Registration & Turnout ,"",532 John J. Forster 129 ,"",21.43%
Election Day Turnout ,"",47 8.83% James S. Bubar 119 ,"",19.77%
Absentee Turnout ,"","2 0.38% Write In, if any 24 ","",3.99%
Provisional Turnout ,"",2 0.38% Total... 602 ,"",100.00%
Total... ,"",51 9.59% REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
DC Statehood Green Party Registration & Turnout ,"","34 Write In, if any 14 ","",100.00%
Election Day Turnout ,"",7 20.59% Total... 14 ,"",100.00%
Absentee Turnout ,"",0 0.00%,"",""
Provisional Turnout ,"",2 REP - MAYOR OF THE DISTRICT OF COLUMBIA 5.88%,"",(Final)
"","",David W. Kranich 41 ,"",82.00%
Total... ,"","9 26.47% Write In, if any 9 ","",18.00%
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final) Total... 50 ,"",100.00%
Andy Miscuk ,"",78 8.39%,"",""
Eleanor Holmes Norton ,"",847 REP - CHAIRMAN OF THE COUNCIL 91.08%,"",(Final)
"Write In, if any ","","5 0.54% Write In, if any 6 ","",100.00%
Total... ,"",930 100.00% Total... 6 ,"",100.00%
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final) REP - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final)
Vincent Orange ,"",6 0.63% Marcus Skelton 42 ,"",97.67%
Adrian Fenty ,"","514 53.71% Write In, if any 1 ","",2.33%
Michael A. Brown ,"",6 0.63% Total... 43 ,"",100.00%
Linda Cropp ,"",304 31.77% REP - WARD SIX MEMBER OF THE COUNCIL ,"",(Final)
Artee (RT) Milligan ,"",1 0.10% Tony Williams 45 ,"",90.00%
Marie Johns ,"","123 12.85% Write In, if any 5 ","",10.00%
Nestor Djonkam ,"",1 0.10%,"",""
"Write In, if any ","",2 0.21% Total... 50 ,"",100.00%
Total... ,"",957 100.00% REP - UNITED STATES SENATOR ,"",(Final)
"","","Write In, if any 6 ","",100.00%
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final),"",""
Vincent C. Gray ,"",321 34.93% Total... 6 ,"",100.00%
Kathy Patterson ,"",596 64.85% REP - UNITED STATES REPRESENTATIVE ,"",(Final)
"Write In, if any ","","2 0.22% Write In, if any 7 ","",100.00%
Total... ,"",919 100.00% Total... 7 ,"",100.00%
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final) SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"",(Final)
Phil Mendelson ,"","682 75.95% Write In, if any 2 ","",100.00%
A. Scott Bolden ,"",212 23.61% Total... 2 ,"",100.00%
"Write In, if any ","",4 0.45%,"",""
"","",SG - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
Total... ,"",898 100.00%,"",""
"","",Chris Otten 3 ,"",33.33%
DEM - WARD SIX MEMBER OF THE COUNCIL ,"","(Final) Write In, if any 6 ","",66.67%
Leo Pinson ,"",120 13.14% Total... 9 ,"",100.00%
"Curtis L. Etherly, Jr. ","",76 8.32%,"",""
Tommy Wells ,"",705 77.22%,"",""
