"","",Primary Election,"","",""
"","","September 12, 2006","","",""
"","",Precinct Report,"","",""
"","",District Of Columbia,"","",""
"","",Certified Election Night Results ,"","",""
Precinct 15 ,"",Precinct 15,"","",""
Registration & Turnout ,"","3,029 DEM - UNITED STATES SENATOR ","","",(Final)
Election Day Turnout ,"","919 30.34% Write In, if any ",16 ,"",2.45%
Absentee Turnout ,"",38 1.25% Total... ,652 ,"",100.00%
Provisional Turnout ,"",40 1.32%,"","",""
"","",DEM - UNITED STATES REPRESENTATIVE ,"","",(Final)
Total... ,"",997 32.92% Mike Panetta ,331 ,"",58.69%
Democratic Registration & Turnout ,"","2,633 John J. Forster ",95 ,"",16.84%
Election Day Turnout ,"",892 33.88% James S. Bubar ,116 ,"",20.57%
Absentee Turnout ,"","36 1.37% Write In, if any ",22 ,"",3.90%
Provisional Turnout ,"",40 1.52% Total... ,564 ,"",100.00%
Total... ,"",968 36.76% REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"","",(Final)
Republican Registration & Turnout ,"","355 Write In, if any ",5 ,"",100.00%
Election Day Turnout ,"",24 6.76% Total... ,5 ,"",100.00%
Absentee Turnout ,"",2 0.56%,"","",""
Provisional Turnout ,"",0 REP - MAYOR OF THE DISTRICT OF COLUMBIA 0.00%,"","",(Final)
"","",David W. Kranich ,17 ,"",65.38%
Total... ,"","26 7.32% Write In, if any ",9 ,"",34.62%
DC Statehood Green Party Registration & Turnout ,"",41 Total... ,26 ,"",100.00%
Election Day Turnout ,"",3 7.32%,"","",""
Absentee Turnout ,"",0 REP - CHAIRMAN OF THE COUNCIL 0.00%,"","",(Final)
Provisional Turnout ,"","0 0.00% Write In, if any ",6 ,"",100.00%
Total... ,"",3 7.32% Total... ,6 ,"",100.00%
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final) REP - AT-LARGE MEMBER OF THE COUNCIL ,"","",(Final)
Andy Miscuk ,"",97 10.42% Marcus Skelton ,19 ,"",86.36%
Eleanor Holmes Norton ,"","827 88.83% Write In, if any ",3 ,"",13.64%
"Write In, if any ","",7 0.75% Total... ,22 ,"",100.00%
Total... ,"",931 100.00% REP - UNITED STATES SENATOR ,"","",(Final)
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"","(Final) Write In, if any ",2 ,"",100.00%
Vincent Orange ,"",5 0.52% Total... ,2 ,"",100.00%
Adrian Fenty ,"",531 54.97% REP - UNITED STATES REPRESENTATIVE ,"","",(Final)
Michael A. Brown ,"","2 0.21% Write In, if any ",3 ,"",100.00%
Linda Cropp ,"",298 30.85%,"","",""
Artee (RT) Milligan ,"",0 0.00% Total... ,3 ,"",100.00%
Marie Johns ,"",130 13.46% SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"","",(Final)
Nestor Djonkam ,"","0 0.00% Write In, if any ",0 ,"",0.00%
"Write In, if any ","",0 0.00% Total... ,0 ,"",0.00%
Total... ,"",966 100.00% SG - MAYOR OF THE DISTRICT OF COLUMBIA ,"","",(Final)
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final) Chris Otten ,3 ,"",100.00%
Vincent C. Gray ,"","236 26.14% Write In, if any ",0 ,"",0.00%
Kathy Patterson ,"",665 73.64% Total... ,3 ,"",100.00%
"Write In, if any ","",2 0.22%,"","",""
"","",SG - CHAIRMAN OF THE COUNCIL ,"","",(Final)
Total... ,"",903 100.00%,"","",""
"","","Write In, if any ",0 ,"",0.00%
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final) Total... ,0 ,"",0.00%
Phil Mendelson ,"",793 89.71%,"","",""
A. Scott Bolden ,"",91 10.29%SG - AT-LARGE MEMBER OF THE COUNCIL,"","",(Final)
"Write In, if any ","",0 0.00% Ann C. Wilcox ,3 ,"",100.00%
"","","Write In, if any ",0,"",""
Total... ,"",884 100.00% ,"","",0.00%
"","",Total... ,3 ,"",100.00%
DEM - UNITED STATES SENATOR ,"",(Final),"","",""
Michael D. Brown ,"",372 57.06% SG - UNITED STATES SENATOR ,"","",(Final)
Philip Pannell ,"",264 40.49% Joyce Robinson-Paul ,3 ,"",100.00%
