"","",Primary Election,"",""
"","","September 12, 2006","",""
"","",Precinct Report,"",""
"","",District Of Columbia,"",""
"","",Certified Election Night Results ,"",""
Precinct 87 ,"",Precinct 87,"",""
Registration & Turnout ,"","2,623 DEM - WARD SIX MEMBER OF THE COUNCIL ","",(Final)
Election Day Turnout ,"","829 31.61% Write In, if any 31 ","",3.88%
Absentee Turnout ,"",19 0.72% Total... 799 ,"",100.00%
Provisional Turnout ,"",23 0.88%,"",""
"","",DEM - UNITED STATES SENATOR ,"",(Final)
Total... ,"",871 33.21% Michael D. Brown 560 ,"",77.24%
Democratic Registration & Turnout ,"","2,393 Philip Pannell 154 ","",21.24%
Election Day Turnout ,"","803 33.56% Write In, if any 11 ","",1.52%
Absentee Turnout ,"",19 0.79% Total... 725 ,"",100.00%
Provisional Turnout ,"",22 0.92%,"",""
"","",DEM - UNITED STATES REPRESENTATIVE ,"",(Final)
Total... ,"",844 35.27% Mike Panetta 273 ,"",40.93%
Republican Registration & Turnout ,"",186 John J. Forster 283 ,"",42.43%
Election Day Turnout ,"",22 11.83% James S. Bubar 100 ,"",14.99%
Absentee Turnout ,"","0 0.00% Write In, if any 11 ","",1.65%
Provisional Turnout ,"",1 0.54% Total... 667 ,"",100.00%
Total... ,"",23 12.37% REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
DC Statehood Green Party Registration & Turnout ,"","44 Write In, if any 6 ","",100.00%
Election Day Turnout ,"",4 9.09% Total... 6 ,"",100.00%
Absentee Turnout ,"",0 0.00%,"",""
Provisional Turnout ,"",0 REP - MAYOR OF THE DISTRICT OF COLUMBIA 0.00%,"",(Final)
"","",David W. Kranich 14 ,"",63.64%
Total... ,"","4 9.09% Write In, if any 8 ","",36.36%
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final) Total... 22 ,"",100.00%
Andy Miscuk ,"",50 6.08%,"",""
Eleanor Holmes Norton ,"",766 REP - CHAIRMAN OF THE COUNCIL 93.07%,"",(Final)
"Write In, if any ","","7 0.85% Write In, if any 2 ","",100.00%
Total... ,"",823 100.00% Total... 2 ,"",100.00%
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final) REP - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final)
Vincent Orange ,"",21 2.50% Marcus Skelton 16 ,"",88.89%
Adrian Fenty ,"","460 54.70% Write In, if any 2 ","",11.11%
Michael A. Brown ,"",8 0.95% Total... 18 ,"",100.00%
Linda Cropp ,"",286 34.01% REP - WARD SIX MEMBER OF THE COUNCIL ,"",(Final)
Artee (RT) Milligan ,"",0 0.00% Tony Williams 16 ,"",80.00%
Marie Johns ,"","62 7.37% Write In, if any 4 ","",20.00%
Nestor Djonkam ,"",2 0.24%,"",""
"Write In, if any ","",2 0.24% Total... 20 ,"",100.00%
Total... ,"",841 100.00% REP - UNITED STATES SENATOR ,"",(Final)
"","","Write In, if any 0 ","",0.00%
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final),"",""
Vincent C. Gray ,"",457 55.73% Total... 0 ,"",0.00%
Kathy Patterson ,"",358 43.66% REP - UNITED STATES REPRESENTATIVE ,"",(Final)
"Write In, if any ","","5 0.61% Write In, if any 2 ","",100.00%
Total... ,"",820 100.00% Total... 2 ,"",100.00%
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final) SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"",(Final)
Phil Mendelson ,"","426 54.13% Write In, if any 3 ","",100.00%
A. Scott Bolden ,"",355 45.11% Total... 3 ,"",100.00%
"Write In, if any ","",6 0.76%,"",""
"","",SG - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
Total... ,"",787 100.00%,"",""
"","",Chris Otten 0 ,"",0.00%
DEM - WARD SIX MEMBER OF THE COUNCIL ,"","(Final) Write In, if any 3 ","",100.00%
Leo Pinson ,"",112 14.02% Total... 3 ,"",100.00%
"Curtis L. Etherly, Jr. ","",218 27.28%,"",""
Tommy Wells ,"",438 54.82%,"",""
