"","",Primary Election,"","",""
"","","September 12, 2006","","",""
"","",Precinct Report,"","",""
"","",District Of Columbia,"","",""
"","",Certified Election Night Results ,"","",""
Precinct 133 ,"",Precinct 133,"","",""
Registration & Turnout ,"","1,317 DEM - UNITED STATES SENATOR ","","",(Final)
Election Day Turnout ,"","460 34.93% Write In, if any ",5 ,"",1.15%
Absentee Turnout ,"",6 0.46% Total... ,436 ,"",100.00%
Provisional Turnout ,"",18 1.37%,"","",""
"","",DEM - UNITED STATES REPRESENTATIVE ,"","",(Final)
Total... ,"",484 36.75% Mike Panetta ,157 ,"",39.25%
Democratic Registration & Turnout ,"","1,250 John J. Forster ",178 ,"",44.50%
Election Day Turnout ,"",447 35.76% James S. Bubar ,56 ,"",14.00%
Absentee Turnout ,"","6 0.48% Write In, if any ",9 ,"",2.25%
Provisional Turnout ,"",17 1.36% Total... ,400 ,"",100.00%
Total... ,"",470 37.60% REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"","",(Final)
Republican Registration & Turnout ,"","56 Write In, if any ",2 ,"",100.00%
Election Day Turnout ,"",8 14.29% Total... ,2 ,"",100.00%
Absentee Turnout ,"",0 0.00%,"","",""
Provisional Turnout ,"",1 REP - MAYOR OF THE DISTRICT OF COLUMBIA 1.79%,"","",(Final)
"","",David W. Kranich ,3 ,"",33.33%
Total... ,"","9 16.07% Write In, if any ",6 ,"",66.67%
DC Statehood Green Party Registration & Turnout ,"",11 Total... ,9 ,"",100.00%
Election Day Turnout ,"",5 45.45%,"","",""
Absentee Turnout ,"",0 REP - CHAIRMAN OF THE COUNCIL 0.00%,"","",(Final)
Provisional Turnout ,"","0 0.00% Write In, if any ",1 ,"",100.00%
Total... ,"",5 45.45% Total... ,1 ,"",100.00%
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final) REP - AT-LARGE MEMBER OF THE COUNCIL ,"","",(Final)
Andy Miscuk ,"",13 2.87% Marcus Skelton ,5 ,"",83.33%
Eleanor Holmes Norton ,"","437 96.47% Write In, if any ",1 ,"",16.67%
"Write In, if any ","",3 0.66% Total... ,6 ,"",100.00%
Total... ,"",453 100.00% REP - UNITED STATES SENATOR ,"","",(Final)
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"","(Final) Write In, if any ",2 ,"",100.00%
Vincent Orange ,"",18 3.85% Total... ,2 ,"",100.00%
Adrian Fenty ,"",281 60.17% REP - UNITED STATES REPRESENTATIVE ,"","",(Final)
Michael A. Brown ,"","6 1.28% Write In, if any ",1 ,"",100.00%
Linda Cropp ,"",142 30.41%,"","",""
Artee (RT) Milligan ,"",0 0.00% Total... ,1 ,"",100.00%
Marie Johns ,"",20 4.28% SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"","",(Final)
Nestor Djonkam ,"","0 0.00% Write In, if any ",3 ,"",100.00%
"Write In, if any ","",0 0.00% Total... ,3 ,"",100.00%
Total... ,"",467 100.00% SG - MAYOR OF THE DISTRICT OF COLUMBIA ,"","",(Final)
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final) Chris Otten ,1 ,"",20.00%
Vincent C. Gray ,"","339 74.51% Write In, if any ",4 ,"",80.00%
Kathy Patterson ,"",114 25.05% Total... ,5 ,"",100.00%
"Write In, if any ","",2 0.44%,"","",""
"","",SG - CHAIRMAN OF THE COUNCIL ,"","",(Final)
Total... ,"",455 100.00%,"","",""
"","","Write In, if any ",3 ,"",100.00%
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final) Total... ,3 ,"",100.00%
Phil Mendelson ,"",219 49.44%,"","",""
A. Scott Bolden ,"",220 49.66% SG - AT-LARGE MEMBER OF THE COUNCIL ,"","",(Final)
"Write In, if any ","",4 0.90% Ann C. Wilcox ,1 ,"",33.33%
"","","Write In, if any ",2,"",""
Total... ,"",443 100.00% ,"","",66.67%
"","",Total... ,3 ,"",100.00%
DEM - UNITED STATES SENATOR ,"",(Final),"","",""
Michael D. Brown ,"",300 68.81% SG - UNITED STATES SENATOR ,"","",(Final)
Philip Pannell ,"",131 30.05% Joyce Robinson-Paul ,1 ,"",50.00%
