"","",Primary Election,"",""
"","","September 12, 2006","",""
"","",Precinct Report,"",""
"","",District Of Columbia,"",""
"","",Certified Election Night Results ,"",""
Precinct 91 ,"",Precinct 91,"",""
Registration & Turnout ,"","3,456 DEM - WARD SIX MEMBER OF THE COUNCIL ","",(Final)
Election Day Turnout ,"","1112 32.18% Write In, if any 29 ","",2.73%
Absentee Turnout ,"","26 0.75% Total... 1,064 ","",100.00%
Provisional Turnout ,"",21 0.61%,"",""
"","",DEM - UNITED STATES SENATOR ,"",(Final)
Total... ,"","1,159 33.54% Michael D. Brown 646 ","",71.70%
Democratic Registration & Turnout ,"","3,081 Philip Pannell 235 ","",26.08%
Election Day Turnout ,"","1079 35.02% Write In, if any 20 ","",2.22%
Absentee Turnout ,"",26 0.84% Total... 901 ,"",100.00%
Provisional Turnout ,"",21 0.68%,"",""
"","",DEM - UNITED STATES REPRESENTATIVE ,"",(Final)
Total... ,"","1,126 36.55% Mike Panetta 405 ","",48.10%
Republican Registration & Turnout ,"",305 John J. Forster 270 ,"",32.07%
Election Day Turnout ,"",28 9.18% James S. Bubar 145 ,"",17.22%
Absentee Turnout ,"","0 0.00% Write In, if any 22 ","",2.61%
Provisional Turnout ,"",0 0.00% Total... 842 ,"",100.00%
Total... ,"",28 9.18% REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
DC Statehood Green Party Registration & Turnout ,"","70 Write In, if any 8 ","",100.00%
Election Day Turnout ,"",5 7.14% Total... 8 ,"",100.00%
Absentee Turnout ,"",0 0.00%,"",""
Provisional Turnout ,"",0 REP - MAYOR OF THE DISTRICT OF COLUMBIA 0.00%,"",(Final)
"","",David W. Kranich 19 ,"",70.37%
Total... ,"","5 7.14% Write In, if any 8 ","",29.63%
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final) Total... 27 ,"",100.00%
Andy Miscuk ,"",93 8.52%,"",""
Eleanor Holmes Norton ,"",988 REP - CHAIRMAN OF THE COUNCIL 90.48%,"",(Final)
"Write In, if any ","","11 1.01% Write In, if any 9 ","",100.00%
Total... ,"","1,092 100.00% Total... 9 ","",100.00%
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final) REP - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final)
Vincent Orange ,"",19 1.70% Marcus Skelton 23 ,"",95.83%
Adrian Fenty ,"","605 54.02% Write In, if any 1 ","",4.17%
Michael A. Brown ,"",7 0.63% Total... 24 ,"",100.00%
Linda Cropp ,"",369 32.95% REP - WARD SIX MEMBER OF THE COUNCIL ,"",(Final)
Artee (RT) Milligan ,"",1 0.09% Tony Williams 23 ,"",88.46%
Marie Johns ,"","118 10.54% Write In, if any 3 ","",11.54%
Nestor Djonkam ,"",0 0.00%,"",""
"Write In, if any ","",1 0.09% Total... 26 ,"",100.00%
Total... ,"","1,120 100.00% REP - UNITED STATES SENATOR ","",(Final)
"","","Write In, if any 5","",""
DEM - CHAIRMAN OF THE COUNCIL,"",(Final) ,"",100.00%
Vincent C. Gray ,"",561 51.94% Total... 5 ,"",100.00%
Kathy Patterson ,"",518 47.96% REP - UNITED STATES REPRESENTATIVE ,"",(Final)
"Write In, if any ","","1 0.09% Write In, if any 7 ","",100.00%
Total... ,"","1,080 100.00% Total... 7 ","",100.00%
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final) SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"",(Final)
Phil Mendelson ,"","611 57.97% Write In, if any 3 ","",100.00%
A. Scott Bolden ,"",437 41.46% Total... 3 ,"",100.00%
"Write In, if any ","",6 0.57%,"",""
"","",SG - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
Total... ,"","1,054 100.00%","",""
"","",Chris Otten 3 ,"",60.00%
DEM - WARD SIX MEMBER OF THE COUNCIL ,"","(Final) Write In, if any 2 ","",40.00%
Leo Pinson ,"",121 11.37% Total... 5 ,"",100.00%
"Curtis L. Etherly, Jr. ","",251 23.59%,"",""
Tommy Wells ,"",663 62.31%,"",""
