"","",Primary Election,"",""
"","","September 12, 2006","",""
"","",Precinct Report,"",""
"","",District Of Columbia,"",""
"","",Certified Election Night Results ,"",""
Precinct 9 ,"",Precinct 9,"",""
Registration & Turnout ,"","1,501 DEM - WARD THREE MEMBER OF THE COUNCIL ","",(Final)
Election Day Turnout ,"",466 31.05% Sam Brooks 74 ,"",17.45%
Absentee Turnout ,"",18 1.20% Erik S. Gaull 42 ,"",9.91%
Provisional Turnout ,"",4 0.27% Eric Goulet 11 ,"",2.59%
Total... ,"",488 32.51% Cathy Wiss 26 ,"",6.13%
"","",Mary M. Cheh 169 ,"",39.86%
Democratic Registration & Turnout ,"",896 Robert Gordon 15 ,"",3.54%
Election Day Turnout ,"","413 46.09% Write In, if any 1 ","",0.24%
Absentee Turnout ,"",17 1.90%,"",""
Provisional Turnout ,"",4 Total... 424 0.45%,"",100.00%
Total... ,"",434 48.44% DEM - UNITED STATES SENATOR ,"",(Final)
"","",Michael D. Brown 165 ,"",68.75%
Republican Registration & Turnout ,"",596 Philip Pannell 66 ,"",27.50%
Election Day Turnout ,"","52 8.72% Write In, if any 9 ","",3.75%
Absentee Turnout ,"",1 0.17%,"",""
Provisional Turnout ,"",0 Total... 240 0.00%,"",100.00%
Total... ,"",53 8.89% DEM - UNITED STATES REPRESENTATIVE ,"",(Final)
"","",Mike Panetta 104 ,"",49.06%
DC Statehood Green Party Registration & Turnout ,"",9 John J. Forster 40 ,"",18.87%
Election Day Turnout ,"",1 11.11% James S. Bubar 59 ,"",27.83%
Absentee Turnout ,"","0 0.00% Write In, if any 9 ","",4.25%
Provisional Turnout ,"",0 0.00%,"",""
"","",Total... 212 ,"",100.00%
Total... ,"",1 11.11%,"",""
"","",REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"","(Final) Write In, if any 4 ","",100.00%
Andy Miscuk ,"",58 14.01%,"",""
Eleanor Holmes Norton ,"",354 Total... 4 85.51%,"",100.00%
"Write In, if any ","",2 0.48% REP - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
Total... ,"",414 100.00% David W. Kranich 35 ,"",76.09%
"","","Write In, if any 11 ","",23.91%
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final),"",""
Vincent Orange ,"",1 Total... 46 0.23%,"",100.00%
Adrian Fenty ,"",181 41.71% REP - CHAIRMAN OF THE COUNCIL ,"",(Final)
Michael A. Brown ,"","1 0.23% Write In, if any 5 ","",100.00%
Linda Cropp ,"",142 32.72% Total... 5 ,"",100.00%
Artee (RT) Milligan ,"",0 0.00%,"",""
Marie Johns ,"",106 REP - AT-LARGE MEMBER OF THE COUNCIL 24.42%,"",(Final)
Nestor Djonkam ,"",0 0.00% Marcus Skelton 34 ,"",87.18%
"Write In, if any ","","3 0.69% Write In, if any 5 ","",12.82%
Total... ,"",434 100.00% Total... 39 ,"",100.00%
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final) REP - WARD THREE MEMBER OF THE COUNCIL ,"",(Final)
Vincent C. Gray ,"",104 24.64% Theresa Conroy 44 ,"",95.65%
Kathy Patterson ,"","316 74.88% Write In, if any 2 ","",4.35%
"Write In, if any ","",2 0.47% Total... 46 ,"",100.00%
Total... ,"",422 100.00% REP - UNITED STATES SENATOR ,"",(Final)
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"","(Final) Write In, if any 0 ","",0.00%
Phil Mendelson ,"",340 86.08% Total... 0 ,"",0.00%
A. Scott Bolden ,"",52 13.16% REP - UNITED STATES REPRESENTATIVE ,"",(Final)
"Write In, if any ","","3 0.76% Write In, if any 1 ","",100.00%
Total... ,"",395 100.00% Total... 1 ,"",100.00%
DEM - WARD THREE MEMBER OF THE COUNCIL ,"",(Final) SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"",(Final)
Bill Rice ,"","28 6.60% Write In, if any 0 ","",0.00%
Paul Strauss ,"",57 13.44%,"",""
Jonathan Rees ,"",1 0.24% Total... 0 ,"",0.00%
